OFFENSE_CODE,OFFENSE_CODE_GROUP,STREET
1810,Drug Violation,HANCOCK ST
3006,Medical Assistance,FARNHAM ST
1843,Drug Violation,BOARDMAN ST
1849,Drug Violation,BOARDMAN ST
3115,Investigate Person,DENNISON ST
2907,Violations,PARK LN
3205,License Plate Related Incidents,CENTRE ST
2646,Liquor Violation,WASHINGTON ST
802,Simple Assault,BOWDOIN AVE
1849,Drug Violation,GERARD ST
2610,Other,GERARD ST
3112,Landlord/Tenant Disputes,MASSACHUSETTS AVE
3007,Medical Assistance,FOREST HILLS ST
3801,Motor Vehicle Accident Response,BAKER ST
3802,Motor Vehicle Accident Response,EVERETT ST
802,Simple Assault,WARREN ST
1402,Vandalism,ERIE ST
3006,Medical Assistance,BROOKWAY TER
616,Larceny,MASSACHUSETTS AVE
802,Simple Assault,LENOX ST
423,Aggravated Assault,LENOX ST
413,Aggravated Assault,LENOX ST
2647,Other,LENOX ST
1102,Fraud,BRAINERD RD
3006,Medical Assistance,W DEDHAM ST
522,Residential Burglary,MOZART ST
3201,Property Lost,STATE ST
3801,Motor Vehicle Accident Response,RIVER ST
3803,Motor Vehicle Accident Response,BAKER ST
3125,Warrant Arrests,RINGGOLD ST
3112,Landlord/Tenant Disputes,NORWELL ST
616,Larceny,CENTRE ST
1402,Vandalism,WARREN ST
619,Larceny,DORCHESTER AVE
3018,Medical Assistance,WASHINGTON ST
1102,Fraud,MAVERICK ST
520,Residential Burglary,TENNIS RD
3207,Property Found,SAINT BOTOLPH ST
3831,Motor Vehicle Accident Response,STANTON ST
3802,Motor Vehicle Accident Response,OLNEY ST
1402,Vandalism,SAINT JOSEPH ST
1107,Fraud,MASSACHUSETTS AVE
2629,Harassment,PARIS ST
614,Larceny From Motor Vehicle,BURT ST
1805,Drug Violation,CRESTON ST
3201,Property Lost,MELBOURNE ST
3821,Motor Vehicle Accident Response,DEARBORN ST
3810,Motor Vehicle Accident Response,MASSACHUSETTS AVE
2657,Other,NORTH ST
3114,Investigate Property,EASTON ST
724,Auto Theft,OLD COLONY AVE
1402,Vandalism,PIEDMONT ST
540,Commercial Burglary,NEPONSET AVE
3114,Investigate Property,JERSEY ST
2905,Violations,BOSTON ST
3801,Motor Vehicle Accident Response,BOSTON ST
1107,Fraud,MASSACHUSETTS AVE
614,Larceny From Motor Vehicle,HARRISON AVE
619,Larceny,CITY HALL PLZ
1841,Drug Violation,DOVE CT
3006,Medical Assistance,BOWDOIN SQ
1402,Vandalism,DAVID ORTIZ DR
3410,Towed,WOODROW AVE
3115,Investigate Person,IPSWICH ST
3301,Verbal Disputes,BRUNSWICK ST
3802,Motor Vehicle Accident Response,PRINCE ST
613,Larceny,HANOVER ST
1843,Drug Violation,HARRISON AVE
1849,Drug Violation,HARRISON AVE
3125,Warrant Arrests,LODGEHILL RD
3201,Property Lost,INTERNATIONAL PL
3410,Towed,BRIGHTON AVE
3802,Motor Vehicle Accident Response,BRIGHTON AVE
3201,Property Lost,SUMMER ST
3115,Investigate Person,PASADENA RD
1201,Embezzlement,RIVER ST
3114,Investigate Property,NORWELL ST
706,Auto Theft,HAROLD ST
3006,Medical Assistance,TROTTER CT
1848,Drug Violation,LODGEHILL RD
735,Auto Theft Recovery,EDSON ST
3006,Medical Assistance,BEACON ST
3119,Firearm Discovery,WOOD AVE
3410,Towed,W THIRD ST
2906,Violations,CENTRAL SQ
1849,Drug Violation,WASHINGTON ST
3006,Medical Assistance,RIVER ST
1849,Drug Violation,ALLERTON ST
2907,Violations,COLUMBIA RD
2906,Violations,COLUMBIA RD
3831,Motor Vehicle Accident Response,AMORY ST
3006,Medical Assistance,BIRCH ST
617,Larceny,HUNTINGTON AVE
2900,Other,ARBORWAY
3114,Investigate Property,GIBSON ST
1842,Drug Violation,WAINWRIGHT ST
3112,Landlord/Tenant Disputes,BOWDOIN ST
3502,Missing Person Located,GENEVA AVE
613,Larceny,BOYLSTON ST
1415,Vandalism,WARREN ST
2647,Other,POTOMAC ST
2629,Harassment,GARFIELD AVE
1107,Fraud,COLUMBIA RD
3114,Investigate Property,E BROADWAY
1102,Fraud,MILK ST
617,Larceny,COLUMBIA RD
2646,Liquor Violation,WASHINGTON ST
613,Larceny,ALLSTATE RD
3006,Medical Assistance,BLUE HILL AVE
2907,Violations,BLUE HILL AVE
802,Simple Assault,CENTER PLZ
613,Larceny,CENTER PLZ
1846,Drug Violation,BLUE HILL AVE
3831,Motor Vehicle Accident Response,HYDE PARK AVE
2906,Violations,DUDLEY ST
3802,Motor Vehicle Accident Response,DUDLEY ST
724,Auto Theft,DENNY ST
3006,Medical Assistance,FAUNCE RD
1107,Fraud,BOYLSTON ST
1402,Vandalism,GAYLAND ST
1844,Drug Violation,HARRISON AVE
1842,Drug Violation,HARRISON AVE
1849,Drug Violation,HARRISON AVE
1841,Drug Violation,HARRISON AVE
1810,Drug Violation,HARRISON AVE
3831,Motor Vehicle Accident Response,AMERICAN LEGION HWY
3410,Towed,CONGRESS ST
2647,Other,KEMP ST
3831,Motor Vehicle Accident Response,CENTRE ST
2647,Other,WILDWOOD ST
3803,Motor Vehicle Accident Response,HOLIDAY ST
3831,Motor Vehicle Accident Response,HOLIDAY ST
3114,Investigate Property,CONGRESS ST
3114,Investigate Property,PORTER ST
1841,Drug Violation,LEBANON ST
1843,Drug Violation,LEBANON ST
1810,Drug Violation,LEBANON ST
3006,Medical Assistance,WARREN AVE
1102,Fraud,MILK ST
3115,Investigate Person,MASSACHUSETTS AVE
614,Larceny From Motor Vehicle,CONDOR ST
3125,Warrant Arrests,TREMONT ST
3410,Towed,BEECHCROFT ST
613,Larceny,NEWBURY ST
3831,Motor Vehicle Accident Response,TALBOT AVE
3006,Medical Assistance,GREENBRIER ST
615,Larceny From Motor Vehicle,STOUGHTON ST
2646,Liquor Violation,WESTVIEW ST
3410,Towed,WORCESTER ST
3802,Motor Vehicle Accident Response,VESTA RD
617,Larceny,NEPONSET AVE
3410,Towed,COLBORNE RD
3201,Property Lost,NEW CHARDON ST
3831,Motor Vehicle Accident Response,MARINE RD
3410,Towed,HOBSON ST
619,Larceny,SHAWMUT AVE
3831,Motor Vehicle Accident Response,WOODROW AVE
1830,Drug Violation,
619,Larceny,GLENDOWER RD
3114,Investigate Property,COMMONWEALTH AVE
614,Larceny From Motor Vehicle,ESSEX ST
3802,Motor Vehicle Accident Response,RUTHERFORD AVE
3810,Motor Vehicle Accident Response,BEACON ST
3006,Medical Assistance,GALLIVAN BLVD
1109,Fraud,NORTHERN AVE
619,Larceny,NORTHERN AVE
3803,Motor Vehicle Accident Response,NIGHTINGALE ST
706,Auto Theft,HARVARD AVE
3301,Verbal Disputes,THETFORD AVE
3301,Verbal Disputes,BEECHLAND CIR
3109,Police Service Incidents,COURT ST
522,Residential Burglary,CLARKWOOD ST
3201,Property Lost,BERKELEY ST
3801,Motor Vehicle Accident Response,COLUMBIA RD
3301,Verbal Disputes,FARADAY ST
3410,Towed,HUNNEWELL AVE
413,Aggravated Assault,LATTIMORE CT
540,Commercial Burglary,BLUE HILL AVE
3410,Towed,DIXWELL ST
3201,Property Lost,MASSACHUSETTS AVE
3006,Medical Assistance,S HUNTINGTON AVE
1402,Vandalism,BEDFORD ST
3115,Investigate Person,CROWN POINT DR
1402,Vandalism,STATE ST
540,Commercial Burglary,STATE ST
802,Simple Assault,BENNINGTON ST
3301,Verbal Disputes,HANSBOROUGH ST
521,Residential Burglary,NORTHAMPTON ST
301,Robbery,STATE ST
802,Simple Assault,STATE ST
3115,Investigate Person,BLUE HILL AVE
1402,Vandalism,WEBSTER ST
3410,Towed,MAYFIELD ST
3802,Motor Vehicle Accident Response,QUINCY ST
2610,Other,FREEPORT ST
3125,Warrant Arrests,FREEPORT ST
1846,Drug Violation,FREEPORT ST
617,Larceny,ZEIGLER ST
301,Robbery,CHATHAM ROW
2914,Violations,SEAPORT BLVD
3115,Investigate Person,MUNROE ST
617,Larceny,TOWNSEND ST
3111,License Violation,CHESTNUT HILL AVE
3831,Motor Vehicle Accident Response,BABSON ST
614,Larceny From Motor Vehicle,DACIA ST
1402,Vandalism,LAMSON ST
3111,License Violation,BEACON ST
2610,Other,BOYLSTON ST
3115,Investigate Person,LAKE SHORE RD
3301,Verbal Disputes,FRONTENAC ST
1402,Vandalism,FRONTENAC ST
3114,Investigate Property,MILLET ST
3006,Medical Assistance,NORFOLK AVE
802,Simple Assault,BLUE HILL AVE
2405,Disorderly Conduct,BLUE HILL AVE
3831,Motor Vehicle Accident Response,ADAMS ST
3114,Investigate Property,WESTVILLE TER
3006,Medical Assistance,COLUMBIA RD
2610,Other,WASHINGTON ST
802,Simple Assault,WASHINGTON ST
3018,Medical Assistance,PARIS ST
3018,Medical Assistance,WASHINGTON ST
3111,License Violation,MERIDIAN ST
3006,Medical Assistance,BROOKLEDGE ST
3502,Missing Person Located,GREENVILLE ST
3502,Missing Person Located,GREENVILLE ST
2610,Other,HARRISON AVE
2646,Liquor Violation,WINSLOW ST
3006,Medical Assistance,WASHINGTON ST
3301,Verbal Disputes,BELLEVUE ST
802,Simple Assault,COLUMBIA RD
2405,Disorderly Conduct,COLUMBIA RD
2610,Other,COLUMBIA RD
3831,Motor Vehicle Accident Response,BLUE HILL AVE
3831,Motor Vehicle Accident Response,TOLMAN ST
3115,Investigate Person,MALCOLM X BLVD
3301,Verbal Disputes,COREY ST
423,Aggravated Assault,WILLIAM T MORRISSEY BLVD
3115,Investigate Person,CORNWALL ST
2647,Other,VERRILL ST
3111,License Violation,JAN KARSKI WAY
3114,Investigate Property,KILMARNOCK ST
724,Auto Theft,KILMARNOCK ST
2647,Other,BROOKWAY TER
3810,Motor Vehicle Accident Response,MASSACHUSETTS AVE
3410,Towed,BRACKETT ST
617,Larceny,HARVARD AVE
3115,Investigate Person,GALLIVAN BLVD
3115,Investigate Person,PEARL ST
2629,Harassment,WESTLAND AVE
423,Aggravated Assault,STANDARD ST
3114,Investigate Property,GIBSON ST
3114,Investigate Property,LEXINGTON ST
1402,Vandalism,TIDE ST
619,Larceny,PEARL ST
1402,Vandalism,PEARL ST
1402,Vandalism,ASHLAND ST
3115,Investigate Person,HOBART ST
613,Larceny,FANEUIL HALL MARKETPLACE
1842,Drug Violation,WASHINGTON ST
3201,Property Lost,MASSACHUSETTS AVE
3006,Medical Assistance,MILK ST
1843,Drug Violation,BOWDOIN ST
2914,Violations,BOWDOIN ST
3125,Warrant Arrests,BOWDOIN ST
613,Larceny,NEWBURY ST
1842,Drug Violation,GERARD ST
2610,Other,GERARD ST
423,Aggravated Assault,WASHINGTON ST
613,Larceny,WASHINGTON ST
614,Larceny From Motor Vehicle,POND VIEW AVE
614,Larceny From Motor Vehicle,PERSHING RD
614,Larceny From Motor Vehicle,PERSHING RD
3114,Investigate Property,HYDE PARK AVE
3830,Motor Vehicle Accident Response,ARLINGTON ST
3201,Property Lost,VINING ST
3115,Investigate Person,ERIE ST
613,Larceny,TREMONT ST
613,Larceny,E COTTAGE ST
522,Residential Burglary,TRENT ST
3503,Missing Person Located,CAMBRIDGE ST
1402,Vandalism,PARIS ST
521,Residential Burglary,DORCHESTER ST
1402,Vandalism,DORCHESTER ST
2647,Other,SAINT MARGARET ST
2657,Other,TREMONT ST
3207,Property Found,FULTON ST
2905,Violations,WESTVIEW ST
1843,Drug Violation,WESTVIEW ST
1501,Firearm Violations,WESTVIEW ST
423,Aggravated Assault,COLUMBUS AVE
413,Aggravated Assault,PRESCOTT ST
3006,Medical Assistance,HUNTINGTON AVE
1402,Vandalism,AMERICAN LEGION HWY
3831,Motor Vehicle Accident Response,PARIS ST
3006,Medical Assistance,CANAL ST
616,Larceny,NEWBURY ST
3830,Motor Vehicle Accident Response,
1102,Fraud,NORTHAMPTON ST
3006,Medical Assistance,TREMONT ST
3205,License Plate Related Incidents,HIGHCREST RD
1102,Fraud,WAUMBECK ST
3114,Investigate Property,MERIDIAN ST
2647,Other,ADAMS ST
2604,Other,ADAMS ST
3301,Verbal Disputes,
541,Commercial Burglary,MILK ST
2907,Violations,ADAMS ST
1842,Drug Violation,ADAMS ST
423,Aggravated Assault,ADAMS ST
301,Robbery,ADAMS ST
2906,Violations,ADAMS ST
3831,Motor Vehicle Accident Response,ADAMS ST
3201,Property Lost,HARRISON AVE
3115,Investigate Person,ALICIA RD
1843,Drug Violation,GERARD ST
613,Larceny,GALLIVAN BLVD
2007,Restraining Order Violations,NEW CHARDON ST
3831,Motor Vehicle Accident Response,LAWN ST
3006,Medical Assistance,MASSACHUSETTS AVE
2007,Restraining Order Violations,BOYLSTON ST
3820,Motor Vehicle Accident Response,
3114,Investigate Property,GEORGETOWNE DR
3201,Property Lost,SOJOURNER TRUTH CT
3831,Motor Vehicle Accident Response,
3301,Verbal Disputes,READVILLE ST
3115,Investigate Person,CENTRE ST
619,Larceny,MASSACHUSETTS AVE
614,Larceny From Motor Vehicle,MAPLE ST
1102,Fraud,HUNTINGTON AVE
2647,Other,MASSACHUSETTS AVE
1102,Fraud,BOYLSTON ST
3201,Property Lost,AMERICAN LEGION HWY
3831,Motor Vehicle Accident Response,PARK ST
3006,Medical Assistance,WARREN ST
3207,Property Found,PEARL ST
724,Auto Theft,DORCHESTER AVE
1841,Drug Violation,GIBSON ST
612,Larceny,MASSACHUSETTS AVE
3114,Investigate Property,JERSEY ST
1843,Drug Violation,HANCOCK ST
1849,Drug Violation,HANCOCK ST
3115,Investigate Person,WINTER ST
3301,Verbal Disputes,DORCHESTER AVE
3831,Motor Vehicle Accident Response,MALCOLM X BLVD
3114,Investigate Property,COLUMBIA RD
3831,Motor Vehicle Accident Response,GARDEN ST
1848,Drug Violation,WARREN ST
614,Larceny From Motor Vehicle,POLK ST
802,Simple Assault,NORTHERN AVE
613,Larceny,HYDE PARK AVE
3802,Motor Vehicle Accident Response,DUDLEY ST
1107,Fraud,MOREY RD
1102,Fraud,NEWBURY ST
3301,Verbal Disputes,MELBOURNE ST
802,Simple Assault,READING ST
2647,Other,READING ST
3410,Towed,OLD COLONY AVE
3115,Investigate Person,COMMONWEALTH AVE
3006,Medical Assistance,BOYLSTON ST
3410,Towed,PERKINS ST
3803,Motor Vehicle Accident Response,PERKINS ST
1810,Drug Violation,W BROADWAY
617,Larceny,WASHINGTON ST
619,Larceny,DRY DOCK AVE
1201,Embezzlement,DRY DOCK AVE
413,Aggravated Assault,LONDON ST
613,Larceny,HARRISON AVE
3201,Property Lost,W SPRINGFIELD ST
3006,Medical Assistance,GREEN ST
802,Simple Assault,INTERVALE ST
1402,Vandalism,PARK ST
1102,Fraud,BYRD AVE
1402,Vandalism,TREMONT ST
3201,Property Lost,HARBORSIDE DR
3201,Property Lost,SOUTH ST
3115,Investigate Person,HYDE PARK AVE
616,Larceny,UNION PARK
2647,Other,HUNTINGTON AVE
1102,Fraud,STUART ST
3114,Investigate Property,CHESTNUT HILL AVE
3207,Property Found,MARGINAL RD
1102,Fraud,WASHINGTON ST
520,Residential Burglary,GREEN ST
1847,Drug Violation,PARK ST
3207,Property Found,EVERETT ST
3006,Medical Assistance,COMMONWEALTH AVE
3502,Missing Person Located,COMMONWEALTH AVE
3006,Medical Assistance,REGINA RD
2629,Harassment,HOMMAGEN CT
1102,Fraud,DORCHESTER AVE
3831,Motor Vehicle Accident Response,MESSINGER ST
2005,Offenses Against Child / Family,HUNTINGTON AVE
2629,Harassment,WASHINGTON ST
2907,Violations,HAMMOND ST
3109,Police Service Incidents,WASHINGTON ST
2907,Violations,MORELAND ST
3410,Towed,MOUNT PLEASANT AVE
613,Larceny,CANAL ST
3201,Property Lost,ALLSTATE RD
3831,Motor Vehicle Accident Response,SHEAFE ST
3006,Medical Assistance,WINTHROP ST
3831,Motor Vehicle Accident Response,WASHINGTON ST
3201,Property Lost,CENTRE ST
3115,Investigate Person,HARRISON AVE
2662,Ballistics,PLEASANT ST
2003,Offenses Against Child / Family,NORFOLK ST
2629,Harassment,DORCHESTER AVE
2647,Other,DORCHESTER AVE
3207,Property Found,WASHINGTON ST
2610,Other,WARREN ST
727,Auto Theft,EMERSON PL
1830,Drug Violation,WARREN ST
2905,Violations,MASSACHUSETTS AVE
614,Larceny From Motor Vehicle,SAINT WILLIAM ST
2647,Other,BOWDOIN AVE
724,Auto Theft,EMERSON PL
727,Auto Theft,CAMBRIDGE ST
1830,Drug Violation,GERARD ST
3115,Investigate Person,COLUMBUS AVE
617,Larceny,SOUTHAMPTON ST
3006,Medical Assistance,LONGFELLOW PL
3501,Missing Person Reported,PARK ST
3502,Missing Person Located,PARK ST
1402,Vandalism,CLARKSON ST
3114,Investigate Property,CLARKSON ST
3115,Investigate Person,COMMONWEALTH AVE
3410,Towed,MONASTERY RD
3007,Medical Assistance,SUMNER ST
3410,Towed,TAMPA ST
3102,Other,SCHROEDER PLZ
3102,Other,SCHROEDER PLZ
3102,Other,SCHROEDER PLZ
2647,Other,ALBANY ST
2657,Other,KNAPP ST
3831,Motor Vehicle Accident Response,MARYLAND ST
3006,Medical Assistance,LOYOLA CIR
2647,Other,CEDAR ST
2629,Harassment,CEDAR ST
3410,Towed,W THIRD ST
2629,Harassment,AYLES RD
2905,Violations,BLUE HILL AVE
2657,Other,TREMONT ST
3502,Missing Person Located,DORCHESTER AVE
3831,Motor Vehicle Accident Response,ATLANTIC AVE
3301,Verbal Disputes,FRANKLIN HILL AVE
3006,Medical Assistance,GALLIVAN BLVD
616,Larceny,ADAMS ST
1102,Fraud,SOUTH ST
3831,Motor Vehicle Accident Response,CUMMINS HWY
1402,Vandalism,NEWBURY ST
3207,Property Found,GERMANIA ST
1842,Drug Violation,MORTON ST
2629,Harassment,PARKER ST
2647,Other,GORDON AVE
613,Larceny,HARRISON AVE
3115,Investigate Person,BABSON ST
619,Larceny,FARNSWORTH ST
616,Larceny,SAVOY ST
3301,Verbal Disputes,SEAVER ST
3831,Motor Vehicle Accident Response,KNEELAND ST
1102,Fraud,CHAUNCY ST
802,Simple Assault,MERIDIAN ST
1102,Fraud,SCHOOL ST
3410,Towed,BURNETT ST
3802,Motor Vehicle Accident Response,GLIDE ST
3109,Police Service Incidents,TENNIS RD
3802,Motor Vehicle Accident Response,MORELAND ST
3831,Motor Vehicle Accident Response,WILMORE ST
3301,Verbal Disputes,SHANDON RD
3410,Towed,KING ST
2007,Restraining Order Violations,PEARL ST
614,Larceny From Motor Vehicle,MARLBOROUGH ST
802,Simple Assault,HARRISON AVE
3803,Motor Vehicle Accident Response,MORELAND ST
3115,Investigate Person,BENNINGTON ST
3801,Motor Vehicle Accident Response,GROVE ST
2629,Harassment,PRINCETON ST
3802,Motor Vehicle Accident Response,COLUMBIA RD
3006,Medical Assistance,HEATH ST
3301,Verbal Disputes,CUMMINS HWY
3831,Motor Vehicle Accident Response,MASSACHUSETTS AVE
802,Simple Assault,NEWBURY ST
3803,Motor Vehicle Accident Response,BOWDOIN ST
3802,Motor Vehicle Accident Response,BOWDOIN AVE
3831,Motor Vehicle Accident Response,EDSON ST
3109,Police Service Incidents,BOYLSTON ST
3006,Medical Assistance,BOYLSTON ST
2907,Violations,ELM HILL AVE
735,Auto Theft Recovery,CENTRE ST
3006,Medical Assistance,BELGRADE AVE
3006,Medical Assistance,BRADDOCK PARK
3114,Investigate Property,ORMOND ST
3502,Missing Person Located,GIBSON ST
3410,Towed,NAZING ST
802,Simple Assault,HARRISON AVE
3201,Property Lost,
3115,Investigate Person,THORN ST
3115,Investigate Person,COLUMBIA RD
1300,Recovered Stolen Property,BOWDOIN ST
3802,Motor Vehicle Accident Response,MAIN ST
1402,Vandalism,E BERKELEY ST
3114,Investigate Property,GENEVA AVE
3006,Medical Assistance,FALKLAND ST
617,Larceny,MASSACHUSETTS AVE
3502,Missing Person Located,GREENVILLE ST
2662,Ballistics,DALE ST
3207,Property Found,BROOKS ST
3831,Motor Vehicle Accident Response,
3114,Investigate Property,BOWDOIN ST
3006,Medical Assistance,GENEVA AVE
727,Auto Theft,CHATHAM ST
3803,Motor Vehicle Accident Response,WASHINGTON ST
615,Larceny From Motor Vehicle,COLUMBIA RD
3301,Verbal Disputes,EDGEWOOD ST
3109,Police Service Incidents,EDGEWOOD ST
619,Larceny,ROXBURY ST
802,Simple Assault,HARRISON AVE
301,Robbery,HARRISON AVE
3115,Investigate Person,NORFOLK ST
3207,Property Found,RANELEGH RD
3801,Motor Vehicle Accident Response,BOSTON ST
3301,Verbal Disputes,BLUE HILL AVE
3831,Motor Vehicle Accident Response,TENNIS RD
802,Simple Assault,TENNIS RD
3115,Investigate Person,RICHMERE RD
3115,Investigate Person,CUMMINS HWY
1503,Firearm Violations,TREMONT ST
802,Simple Assault,TREMONT ST
2405,Disorderly Conduct,TREMONT ST
3301,Verbal Disputes,GLENWOOD AVE
3006,Medical Assistance,MARLBOROUGH ST
2647,Other,AMES WAY
3502,Missing Person Located,ALLEGHANY ST
3501,Missing Person Reported,ALLEGHANY ST
3115,Investigate Person,WESTLAND AVE
3006,Medical Assistance,WALNUT PARK
3301,Verbal Disputes,WILLIS ST
3018,Medical Assistance,PARIS ST
619,Larceny,RANELEGH RD
3006,Medical Assistance,CUMMINS HWY
3115,Investigate Person,BEACON ST
3109,Police Service Incidents,MASSACHUSETTS AVE
1402,Vandalism,WARREN ST
2610,Other,WARREN ST
3006,Medical Assistance,COMMONWEALTH AVE
3301,Verbal Disputes,SAMUEL MORSE WAY
3831,Motor Vehicle Accident Response,CUMMINS HWY
3006,Medical Assistance,MASSACHUSETTS AVE
423,Aggravated Assault,ADAMS ST
802,Simple Assault,COMMERCIAL ST
3115,Investigate Person,LORNA RD
802,Simple Assault,LARCHMONT ST
616,Larceny,SUMMER ST
3810,Motor Vehicle Accident Response,PRINCETON ST
2005,Offenses Against Child / Family,DUDLEY ST
3802,Motor Vehicle Accident Response,OLD MORTON ST
2610,Other,TREMONT ST
802,Simple Assault,HOMESTEAD ST
3115,Investigate Person,ALBANY ST
613,Larceny,HARRISON AVE
3006,Medical Assistance,EDGEWOOD ST
724,Auto Theft,SAGAMORE ST
1304,Recovered Stolen Property,BUSINESS ST
301,Robbery,BUSINESS ST
3115,Investigate Person,ROBIN HOOD ST
2647,Other,WILLIAM T MORRISSEY BLVD
1843,Drug Violation,HARRISON AVE
617,Larceny,BOYLSTON ST
1300,Recovered Stolen Property,BOYLSTON ST
3006,Medical Assistance,WASHINGTON ST
1848,Drug Violation,DEERING RD
2907,Violations,INTERVALE ST
3125,Warrant Arrests,INTERVALE ST
3802,Motor Vehicle Accident Response,CAMBRIDGE ST
613,Larceny,WASHINGTON ST
617,Larceny,WASHINGTON ST
616,Larceny,HUNTINGTON AVE
1106,Confidence Games,ALLSTATE RD
2605,Offenses Against Child / Family,HUNTINGTON AVE
802,Simple Assault,DARLINGTON ST
3006,Medical Assistance,BROOK AVE
3803,Motor Vehicle Accident Response,BOYLSTON ST
1810,Drug Violation,WASHINGTON ST
3831,Motor Vehicle Accident Response,ASHCROFT ST
1810,Drug Violation,WASHINGTON ST
1830,Drug Violation,RUTHERFORD AVE
802,Simple Assault,COVENTRY ST
2629,Harassment,MORRIS ST
3115,Investigate Person,HANCOCK ST
2906,Violations,BRIGHTON AVE
3006,Medical Assistance,LITHGOW ST
3115,Investigate Person,METROPOLITAN AVE
3125,Warrant Arrests,EVERETT ST
3201,Property Lost,HARRISON AVE
617,Larceny,LIVERMORE ST
802,Simple Assault,HAMMOND ST
802,Simple Assault,TYLER ST
3006,Medical Assistance,FRANCIS ST
3502,Missing Person Located,INTERVALE ST
3501,Missing Person Reported,INTERVALE ST
3201,Property Lost,FRUIT ST
3115,Investigate Person,BROOKS ST
1842,Drug Violation,ALLSTATE RD
2629,Harassment,W SELDEN ST
520,Residential Burglary,GARDNER ST
3115,Investigate Person,TREMONT ST
521,Residential Burglary,COMMONWEALTH AVE
802,Simple Assault,BLUE HILL AVE
3501,Missing Person Reported,WALK HILL ST
3301,Verbal Disputes,ARCHDALE RD
3115,Investigate Person,HEATH ST
3410,Towed,BEACON ST
3006,Medical Assistance,DUDLEY ST
3106,Property Related Damage,ELIOT ST
3006,Medical Assistance,WARREN ST
3820,Motor Vehicle Accident Response,COLUMBIA RD
1402,Vandalism,MASSACHUSETTS AVE
619,Larceny,SOUTH ST
3831,Motor Vehicle Accident Response,TRUMAN PKWY
3114,Investigate Property,JERSEY ST
1001,Counterfeiting,WASHINGTON ST
619,Larceny,BOYLSTON ST
2647,Other,WASHINGTON ST
3803,Motor Vehicle Accident Response,MALCOLM X BLVD
3810,Motor Vehicle Accident Response,E BERKELEY ST
301,Robbery,ALLSTATE RD
413,Aggravated Assault,ALLSTATE RD
2647,Other,CENTRE ST
1810,Drug Violation,HANCOCK ST
3503,Missing Person Located,CENTRE ST
301,Robbery,HIAWATHA RD
616,Larceny,PARK DR
3201,Property Lost,BOYD ST
3201,Property Lost,BROOKLINE AVE
3006,Medical Assistance,WILDWOOD ST
1402,Vandalism,BOWEN ST
802,Simple Assault,JULIETTE ST
3006,Medical Assistance,GALLIVAN BLVD
3802,Motor Vehicle Accident Response,COMMONWEALTH AVE
3831,Motor Vehicle Accident Response,JOHN F. FITZGERALD SURF
727,Auto Theft,WILLIAM F MCCLELLAN HWY
3006,Medical Assistance,SCHOOL ST
2007,Restraining Order Violations,OLNEY ST
3802,Motor Vehicle Accident Response,GORE ST
1402,Vandalism,A ST
423,Aggravated Assault,MELVILLE AVE
2629,Harassment,CUMMINS HWY
3807,Motor Vehicle Accident Response,
724,Auto Theft,PARIS ST
1102,Fraud,TREMONT ST
1107,Fraud,DERRY RD
521,Residential Burglary,HOMESTEAD ST
2647,Other,NORFOLK ST
3831,Motor Vehicle Accident Response,CAMBRIDGE ST
3114,Investigate Property,FOX ST
3006,Medical Assistance,BULLARD ST
3807,Motor Vehicle Accident Response,BEACH ST
1843,Drug Violation,GIBSON ST
1402,Vandalism,A ST
3114,Investigate Property,TERRACE ST
2647,Other,SOUTH ST
3301,Verbal Disputes,GREENFIELD RD
613,Larceny,WASHINGTON ST
3114,Investigate Property,W TREMLETT ST
802,Simple Assault,FOWLER ST
3115,Investigate Person,CENTRE ST
3803,Motor Vehicle Accident Response,CENTRE ST
3830,Motor Vehicle Accident Response,LAMARTINE ST
3114,Investigate Property,GALLIVAN BLVD
802,Simple Assault,NEWBURY ST
1830,Drug Violation,EUSTIS ST
3201,Property Lost,HARRISON AVE
3006,Medical Assistance,GLENLEY TER
3115,Investigate Person,SENATOR BOLLING CIR
3006,Medical Assistance,SENATOR BOLLING CIR
802,Simple Assault,WILLIS ST
1830,Drug Violation,MASSACHUSETTS AVE
617,Larceny,MILTON AVE
613,Larceny,FANEUIL HALL MARKETPLACE
619,Larceny,BLUE HILL AVE
1106,Confidence Games,BLUE HILL AVE
3201,Property Lost,COLUMBUS AVE
613,Larceny,WASHINGTON ST
3811,Motor Vehicle Accident Response,
3115,Investigate Person,WILDWOOD ST
3410,Towed,PARK DR
3006,Medical Assistance,GOULD ST
1402,Vandalism,COMMERCIAL ST
2647,Other,HARVARD ST
3301,Verbal Disputes,HARVARD ST
3802,Motor Vehicle Accident Response,COLUMBUS AVE
3201,Property Lost,CALUMET ST
1848,Drug Violation,WASHINGTON ST
1503,Firearm Violations,WASHINGTON ST
3109,Police Service Incidents,VAUGHAN AVE
1843,Drug Violation,TREMONT ST
1849,Drug Violation,TREMONT ST
616,Larceny,HUNTINGTON AVE
2647,Other,WITHINGTON ST
3201,Property Lost,SAINT JAMES AVE
1102,Fraud,CONGRESS ST
3112,Landlord/Tenant Disputes,KENNEBEC ST
3301,Verbal Disputes,WALFORD WAY
614,Larceny From Motor Vehicle,JUSTIN RD
3006,Medical Assistance,DORCHESTER AVE
3301,Verbal Disputes,BLAKE ST
3208,Property Lost,CONGRESS ST
2907,Violations,MELVILLE AVE
