INCIDENT_NUMBER,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,YEAR,MONTH,HOUR,STREET
I192070706,Property Lost,PROPERTY - LOST,D4,2019,9,17,HARRISON AVE
I192070705,Larceny,LARCENY THEFT FROM BUILDING,B3,2019,9,8,LIVERMORE ST
I192070704,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,2019,9,15,HAMMOND ST
I192070703,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,2019,9,17,TYLER ST
I192070702,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,2019,9,16,FRANCIS ST
I192070701,Missing Person Located,MISSING PERSON - LOCATED,B2,2019,9,17,INTERVALE ST
I192070700,Property Lost,PROPERTY - LOST,A1,2019,7,3,FRUIT ST
I192070699,Investigate Person,INVESTIGATE PERSON,D14,2019,9,17,BROOKS ST
I192070696,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,2019,9,17,ALLSTATE RD
I192070693,Harassment,HARASSMENT,B3,2019,9,19,W SELDEN ST
I192070691,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,2019,9,22,GARDNER ST
I192070690,Investigate Person,INVESTIGATE PERSON,B2,2019,9,16,TREMONT ST
I192070689,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,D14,2019,8,8,COMMONWEALTH AVE
I192070688,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,2019,9,16,BLUE HILL AVE
I192070687,Missing Person Reported,MISSING PERSON,B3,2019,9,10,WALK HILL ST
I192070685,Verbal Disputes,VERBAL DISPUTE,E5,2019,9,16,ARCHDALE RD
I192070684,Investigate Person,INVESTIGATE PERSON,E13,2019,9,16,HEATH ST
I192070683,Towed,TOWED MOTOR VEHICLE,D4,2019,9,16,BEACON ST
I192070682,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,2019,9,16,DUDLEY ST
I192070681,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,E13,2019,9,16,ELIOT ST
I192070680,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,2019,9,16,WARREN ST
I192070678,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,B2,2019,9,16,COLUMBIA RD
I192070676,Vandalism,VANDALISM,C6,2019,9,16,MASSACHUSETTS AVE
I192070675,Larceny,LARCENY ALL OTHERS,E13,2019,8,14,SOUTH ST
I192070674,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,2019,9,13,TRUMAN PKWY
I192070673,Investigate Property,INVESTIGATE PROPERTY,D4,2019,9,16,JERSEY ST
I192070671,Counterfeiting,FORGERY / COUNTERFEITING,E5,2019,9,13,WASHINGTON ST
I192070670,Larceny,LARCENY ALL OTHERS,A1,2019,9,16,BOYLSTON ST
I192070669,Other,THREATS TO DO BODILY HARM,C11,2019,9,0,WASHINGTON ST
I192070668,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2,2019,9,15,MALCOLM X BLVD
I192070667,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,D4,2019,9,15,E BERKELEY ST
I192070664,Robbery,ROBBERY - STREET,C6,2019,9,15,ALLSTATE RD
I192070662,Other,THREATS TO DO BODILY HARM,E13,2019,9,16,CENTRE ST
I192070660,Drug Violation,DRUGS - SALE / MANUFACTURING,C11,2019,9,16,HANCOCK ST
I192070659,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,E13,2019,9,14,CENTRE ST
I192070657,Robbery,ROBBERY - STREET,B3,2019,9,16,HIAWATHA RD
I192070656,Larceny,LARCENY THEFT OF BICYCLE,D4,2019,8,18,PARK DR
I192070655,Property Lost,PROPERTY - LOST,C11,2019,9,6,BOYD ST
I192070654,Property Lost,PROPERTY - LOST,D4,2019,9,0,BROOKLINE AVE
I192070651,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,2019,9,15,WILDWOOD ST
I192070650,Vandalism,VANDALISM,C6,2019,9,7,BOWEN ST
I192070649,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,2019,5,0,JULIETTE ST
I192070648,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,2019,9,14,GALLIVAN BLVD
I192070647,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D14,2019,9,15,COMMONWEALTH AVE
I192070646,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,2019,8,16,JOHN F. FITZGERALD SURF
I192070645,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,A7,2019,6,9,WILLIAM F MCCLELLAN HWY
I192070643,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,2019,9,14,SCHOOL ST
I192070642,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,C11,2019,9,14,OLNEY ST
I192070641,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,2019,9,14,GORE ST
I192070640,Vandalism,VANDALISM,C6,2019,9,15,A ST
I192070639,Aggravated Assault,ASSAULT - AGGRAVATED,C11,2019,9,15,MELVILLE AVE
I192070638,Harassment,HARASSMENT,E5,2019,9,13,CUMMINS HWY
I192070637,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,,2019,9,14,
I192070636,Auto Theft,AUTO THEFT,A7,2019,9,14,PARIS ST
I192070634,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D4,2019,8,6,TREMONT ST
I192070633,Fraud,FRAUD - IMPERSONATION,E18,2019,8,15,DERRY RD
I192070632,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B2,2019,8,19,HOMESTEAD ST
I192070631,Other,THREATS TO DO BODILY HARM,B3,2019,9,13,NORFOLK ST
I192070630,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,2019,9,12,CAMBRIDGE ST
I192070629,Investigate Property,INVESTIGATE PROPERTY,C11,2019,9,14,FOX ST
I192070628,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,2019,9,13,BULLARD ST
I192070627,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,A1,2019,9,13,BEACH ST
I192070626,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,2019,9,14,GIBSON ST
I192067402,Vandalism,VANDALISM,C6,2019,8,18,A ST
I192070625,Investigate Property,INVESTIGATE PROPERTY,B2,2019,9,8,TERRACE ST
I192070624,Other,THREATS TO DO BODILY HARM,A1,2019,8,8,SOUTH ST
I192070623,Verbal Disputes,VERBAL DISPUTE,E18,2019,9,12,GREENFIELD RD
I192070622,Larceny,LARCENY SHOPLIFTING,D4,2019,9,13,WASHINGTON ST
I192070621,Investigate Property,INVESTIGATE PROPERTY,B3,2019,9,13,W TREMLETT ST
I192070620,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,2019,9,12,FOWLER ST
I192070619,Investigate Person,INVESTIGATE PERSON,E13,2019,9,12,CENTRE ST
I192070618,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E13,2019,9,13,CENTRE ST
I192070617,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,E13,2019,9,14,LAMARTINE ST
I192070616,Investigate Property,INVESTIGATE PROPERTY,C11,2019,9,12,GALLIVAN BLVD
I192070615,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,2019,9,13,NEWBURY ST
I192070614,Drug Violation,DRUGS - SICK ASSIST - HEROIN,D4,2019,9,13,EUSTIS ST
I192070613,Property Lost,PROPERTY - LOST,D4,2019,9,17,HARRISON AVE
I192070611,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,2019,9,12,GLENLEY TER
I192070610,Investigate Person,INVESTIGATE PERSON,B3,2019,9,12,SENATOR BOLLING CIR
I192070609,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,2019,9,12,WILLIS ST
I192070608,Drug Violation,DRUGS - SICK ASSIST - HEROIN,D4,2019,9,12,MASSACHUSETTS AVE
I192070607,Larceny,LARCENY THEFT FROM BUILDING,B3,2019,8,13,MILTON AVE
I192070605,Larceny,LARCENY SHOPLIFTING,A1,2019,9,11,FANEUIL HALL MARKETPLACE
I192070602,Larceny,LARCENY ALL OTHERS,B3,2019,9,17,BLUE HILL AVE
I192070601,Property Lost,PROPERTY - LOST,B2,2019,9,9,COLUMBUS AVE
I192070600,Larceny,LARCENY SHOPLIFTING,D14,2019,9,11,WASHINGTON ST
I192070599,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,C6,2019,9,13,
I192070598,Investigate Person,INVESTIGATE PERSON,B3,2019,9,12,WILDWOOD ST
I192070597,Towed,TOWED MOTOR VEHICLE,D4,2019,9,11,PARK DR
I192070596,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,2019,9,10,GOULD ST
I192070595,Vandalism,VANDALISM,A1,2019,8,0,COMMERCIAL ST
I192070594,Other,THREATS TO DO BODILY HARM,B3,2019,9,12,HARVARD ST
I192070593,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D4,2019,9,12,COLUMBUS AVE
I192070592,Property Lost,PROPERTY - LOST,B2,2019,9,12,CALUMET ST
I192070591,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,2019,9,12,WASHINGTON ST
I192070590,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,C11,2019,9,12,VAUGHAN AVE
I192070589,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,2019,9,11,TREMONT ST
I192070587,Larceny,LARCENY THEFT OF BICYCLE,D4,2019,9,10,HUNTINGTON AVE
I192070586,Other,THREATS TO DO BODILY HARM,B3,2019,9,10,WITHINGTON ST
I192070583,Property Lost,PROPERTY - LOST,D4,2019,5,0,SAINT JAMES AVE
I192070582,Fraud,FRAUD - FALSE PRETENSE / SCHEME,C6,2019,9,7,CONGRESS ST
I192070581,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,E18,2019,9,11,KENNEBEC ST
I192070579,Verbal Disputes,VERBAL DISPUTE,A15,2019,9,11,WALFORD WAY
I192070577,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,2019,9,8,JUSTIN RD
I192070576,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,2019,9,11,DORCHESTER AVE
I192070575,Verbal Disputes,VERBAL DISPUTE,E18,2019,9,11,BLAKE ST
I192070574,Property Lost,PROPERTY - MISSING,A1,2019,8,12,CONGRESS ST
I192070573,Violations,VAL - OPERATING AFTER REV/SUSP.,C11,2019,9,9,MELVILLE AVE
I192070572,Vandalism,VANDALISM,D14,2019,9,2,GLENVILLE AVE
I192070571,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,2019,9,11,COLUMBIA RD
I192070570,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,2019,9,11,KENWOOD ST
I192070568,Other,THREATS TO DO BODILY HARM,A15,2019,9,11,TIBBETT'S TOWN WAY
I192070567,Towed,TOWED MOTOR VEHICLE,C6,2019,9,10,E SEVENTH ST
I192070566,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,2019,9,15,CHASE ST
I192070564,Larceny,LARCENY SHOPLIFTING,C11,2019,9,11,WASHINGTON ST
I192070562,Larceny,LARCENY THEFT FROM BUILDING,D4,2019,9,17,PARK DR
I192070561,Robbery,ROBBERY - STREET,D4,2019,9,9,BOYLSTON ST
I192070560,Investigate Person,INVESTIGATE PERSON,A1,2019,9,10,WASHINGTON ST
I192070559,Vandalism,VANDALISM,D4,2019,9,23,JERSEY ST
I192070558,Investigate Property,INVESTIGATE PROPERTY,E5,2019,9,10,WASHINGTON ST
I192070557,Property Lost,PROPERTY - LOST,B2,2019,8,0,WARREN ST
I192070556,Investigate Property,INVESTIGATE PROPERTY,D14,2019,9,1,BRIGHTON AVE
I192070555,Towed,TOWED MOTOR VEHICLE,B2,2019,9,9,WAYNE ST
I192070554,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,2019,9,22,TALBOT AVE
I192070553,Other,THREATS TO DO BODILY HARM,E18,2019,9,10,AMERICAN LEGION HWY
I192070552,Investigate Person,INVESTIGATE PERSON,C11,2019,9,10,DORCHESTER AVE
I192070551,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,2019,8,10,COMMONWEALTH AVE
I192070550,Towed,TOWED MOTOR VEHICLE,E13,2019,9,9,BEAUFORT RD
I192070549,Auto Theft,AUTO THEFT,E18,2019,9,10,HARMON ST
I192070548,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,2019,9,9,WASHINGTON ST
I192070547,Verbal Disputes,VERBAL DISPUTE,B2,2019,9,10,SMITH ST
I192070546,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,E5,2019,9,9,BAKER ST
I192070545,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C6,2019,9,8,SILVER ST
I192070544,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,C11,2019,8,11,PARK ST
I192070542,Towed,TOWED MOTOR VEHICLE,A15,2019,9,9,CITY SQ
I192070539,Investigate Person,INVESTIGATE PERSON,E18,2019,9,1,BEACON ST
I192070538,Larceny,LARCENY THEFT OF BICYCLE,D4,2019,9,21,MARLBOROUGH ST
I192070537,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E18,2019,9,9,FLORIAN ST
I192070535,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C6,2019,9,21,LORING ST
I192070533,Drug Violation,DRUGS - CLASS A TRAFFICKING OVER 18 GRAMS,C11,2019,9,9,ADAMS ST
I192070531,Other,THREATS TO DO BODILY HARM,E18,2019,8,7,EVERETT ST
I192070530,Vandalism,VANDALISM,D14,2019,8,17,LINCOLN ST
I192070529,Towed,TOWED MOTOR VEHICLE,D14,2019,9,8,MONASTERY RD
I192070527,Towed,TOWED MOTOR VEHICLE,B2,2019,9,8,SCHUYLER ST
I192070526,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,2019,9,19,GARDNER ST
I192070525,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,2019,9,8,WALDECK ST
I192070524,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,2019,9,23,UNION PARK ST
I192070523,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,2019,8,23,WHITTEN ST
I192070522,Disorderly Conduct,DISORDERLY CONDUCT,B2,2019,9,8,NORFOLK AVE
I192070521,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,2019,9,8,WILLIAMS ST
I192070520,Violations,VAL - OPERATING UNREG/UNINS  CAR,B2,2019,9,8,TREMONT ST
I192070519,Medical Assistance,ANIMAL CONTROL - DOG BITES - ETC.,A15,2019,9,21,ELM ST
I192070518,Warrant Arrests,WARRANT ARREST,D4,2019,9,8,AGASSIZ RD
I192070517,Vandalism,VANDALISM,E18,2019,9,9,GARFIELD AVE
I192070516,Larceny,LARCENY ALL OTHERS,E13,2019,9,22,VARNEY ST
I192070515,Investigate Property,INVESTIGATE PROPERTY,A7,2019,9,2,CENTRAL SQ
I192070513,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,2019,9,6,CONGRESS ST
I192070512,Vandalism,VANDALISM,C6,2019,9,8,A ST
I192070511,Investigate Property,INVESTIGATE PROPERTY,D14,2019,9,20,COMMONWEALTH AVE
I192070510,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,2019,9,7,TYLER ST
I192070509,Towed,TOWED MOTOR VEHICLE,B3,2019,9,8,NEW ENGLAND AVE
I192070508,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,2019,9,7,BATTERY ST
I192070506,Verbal Disputes,VERBAL DISPUTE,B2,2019,9,8,GURNEY ST
I192070505,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,2019,9,8,CORONA ST
I192070504,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,2019,9,7,WELLINGTON HILL ST
I192070503,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,2019,9,7,SPENCER ST
I192070502,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,2019,9,7,TYLER ST
I192070501,Search Warrants,SEARCH WARRANT,C11,2019,9,7,ADAMS ST
I192070500,Robbery,ROBBERY - STREET,A1,2019,9,7,ESSEX ST
I192070499,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,2019,9,7,MCLELLAN ST
I192070498,Robbery,ROBBERY - STREET,D4,2019,9,4,HARRISON AVE
I192070495,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,B2,2019,9,6,
I192070494,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,2019,9,6,SHAWMUT AVE
I192070493,Investigate Person,INVESTIGATE PERSON,D14,2019,9,6,FALKLAND ST
I192070492,Auto Theft,AUTO THEFT,C6,2019,9,18,GOLD ST
I192070490,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,2019,9,5,CAMDEN ST
I192070489,Larceny,LARCENY THEFT FROM BUILDING,B2,2019,8,7,PILGRIM RD
I192070488,Investigate Person,INVESTIGATE PERSON,D4,2019,9,1,SAINT STEPHEN ST
I192070487,Robbery,ROBBERY - STREET,C6,2019,9,3,
I192070486,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,2019,9,3,NEW SUDBURY ST
I192070485,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,2019,9,4,WARREN ST
I192070482,Verbal Disputes,VERBAL DISPUTE,E13,2019,9,3,ERNST ST
I192070481,Verbal Disputes,VERBAL DISPUTE,D4,2019,9,2,W DEDHAM ST
I192070480,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,2019,9,2,ALBANY ST
I192070479,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,C11,2019,9,2,DORCHESTER AVE
I192070478,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,2019,9,1,WASHINGTON ST
I192070477,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A7,2019,9,1,SARATOGA ST
I192070476,Investigate Person,INVESTIGATE PERSON,E18,2019,9,1,ROCKDALE ST
I192070473,Towed,TOWED MOTOR VEHICLE,B3,2019,9,0,MORTON ST
I192070472,Investigate Property,INVESTIGATE PROPERTY,C11,2019,9,2,WESTVILLE ST
I192070471,Investigate Property,INVESTIGATE PROPERTY,A1,2019,9,0,BEVERLY ST
I192070470,Violations,VAL - OPERATING WITHOUT LICENSE,,2019,9,1,
I192070469,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,2019,9,23,BLUE HILL AVE
I192070468,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,2019,9,1,WASHINGTON ST
I192070467,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,2019,9,1,COPELAND ST
I192070466,Investigate Person,INVESTIGATE PERSON,D14,2019,9,1,STRATHMORE RD
I192070465,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,2019,9,23,LONGFELLOW PL
I192070464,Verbal Disputes,VERBAL DISPUTE,A7,2019,9,0,MARION ST
I192070463,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,2019,9,0,SUMMER ST
I192070461,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,2019,9,21,ASHFORD CT
I192070460,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,2019,9,0,COLUMBUS AVE
I192070459,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,2019,9,0,COURT ST
I192070458,Investigate Property,INVESTIGATE PROPERTY,B2,2019,9,22,MOUNT PLEASANT AVE
I192070457,Verbal Disputes,VERBAL DISPUTE,C11,2019,9,0,EVERTON ST
I192070455,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,2019,9,0,BRIGHTON AVE
I192070454,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,C6,2019,9,23,BOWEN ST
I192070453,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",A7,2019,9,23,W EAGLE ST
I192070452,Vandalism,VANDALISM,D14,2019,9,18,EUSTON RD
I192070451,Robbery,ROBBERY - STREET,,2019,9,23,
I192070450,Medical Assistance,SUDDEN DEATH,C11,2019,9,23,VICTORY RD
I192070449,Robbery,ROBBERY - STREET,C11,2019,9,22,SAVIN HILL AVE
I192070448,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B3,2019,9,21,BLUE HILL AVE
I192070447,Verbal Disputes,VERBAL DISPUTE,B3,2019,9,22,DEERING RD
I192070445,Investigate Person,INVESTIGATE PERSON,B3,2019,9,22,FERNDALE ST
I192070444,Larceny,LARCENY ALL OTHERS,A1,2019,9,22,BEACH ST
I192070442,Larceny,LARCENY ALL OTHERS,E13,2019,9,22,CENTRE ST
I192070441,Violations,VAL - OPERATING AFTER REV/SUSP.,B3,2019,9,22,GLENWAY ST
I192070440,Property Lost,PROPERTY - LOST,C6,2019,9,22,B ST
I192070437,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,2019,9,20,TEMPLE PL
I192070436,Aggravated Assault,ASSAULT - AGGRAVATED,B2,2019,9,21,FARNHAM ST
I192070435,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,2019,9,21,CENTRE ST
I192070434,Investigate Person,INVESTIGATE PERSON,C6,2019,3,0,JENKINS ST
I192070433,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,2019,9,20,W BROADWAY
I192070431,Verbal Disputes,VERBAL DISPUTE,E5,2019,9,21,GEORGETOWNE DR
I192070430,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,B2,2019,9,21,MARTIN LUTHER KING JR BLV
I192070429,Investigate Person,INVESTIGATE PERSON,C11,2019,9,21,COFFEY ST
I192070428,Missing Person Reported,MISSING PERSON,D14,2019,9,18,SOUTH ST
I192070427,Towed,TOWED MOTOR VEHICLE,D4,2019,9,22,FOLLEN ST
I192070426,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,2019,9,21,BRIGHTON AVE
I192070425,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,2019,9,20,DORCHESTER AVE
I192070423,Verbal Disputes,VERBAL DISPUTE,C11,2019,9,21,DORCHESTER AVE
I192070422,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,2019,8,19,DITMUS CT
I192070421,Missing Person Reported,MISSING PERSON,E13,2019,9,0,CENTRE ST
I192070420,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,C11,2019,9,20,QUINCY ST
I192070419,Investigate Property,INVESTIGATE PROPERTY,A7,2019,9,20,BORDER ST
I192070418,Towed,TOWED MOTOR VEHICLE,C6,2019,9,20,E SIXTH ST
I192070417,Verbal Disputes,VERBAL DISPUTE,C11,2019,9,21,JOSEPHINE ST
I192070416,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,B2,2019,9,20,HUMPHREYS PL
I192070415,Other,TRESPASSING,A1,2019,9,21,SUMMER ST
I192070414,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,2019,9,14,BABCOCK ST
I192070413,Missing Person Located,MISSING PERSON - LOCATED,E18,2019,9,20,KNIGHT ST
I192070412,Larceny,LARCENY THEFT FROM BUILDING,D4,2019,9,21,WORCESTER SQ
I192070411,Larceny,LARCENY THEFT OF BICYCLE,D4,2019,9,17,MOUNTFORT ST
I192070410,Property Found,PROPERTY - FOUND,E18,2019,9,21,HYDE PARK AVE
I192070409,Verbal Disputes,VERBAL DISPUTE,B2,2019,9,20,WAYLAND ST
I192070407,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,2019,9,20,DORCHESTER AVE
I192070406,Larceny,LARCENY SHOPLIFTING,B3,2019,9,18,WALK HILL ST
I192070405,Harassment,HARASSMENT,C11,2019,9,19,DORCHESTER AVE
I192070404,Larceny,LARCENY THEFT FROM BUILDING,C11,2019,9,19,DORCHESTER AVE
I192070402,Vandalism,VANDALISM,D4,2019,8,15,NEWLAND ST
I192070401,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,2019,8,13,NEWBURY ST
I192070400,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,2019,9,20,RHODA ST
I192070399,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,2019,9,19,DUDLEY ST
I192070398,Larceny,LARCENY SHOPLIFTING,A1,2019,9,18,FANEUIL HALL MARKETPLACE
I192070397,Missing Person Located,MISSING PERSON - LOCATED,B3,2019,9,20,KERWIN ST
I192070394,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",D14,2019,9,19,ALLSTON ST
I192070393,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,2019,9,19,KEMBLE ST
I192070391,Other,THREATS TO DO BODILY HARM,C11,2019,9,20,HANCOCK ST
I192070390,Larceny,LARCENY ALL OTHERS,E5,2019,9,16,NEWBURG ST
I192070389,Investigate Property,INVESTIGATE PROPERTY,E18,2019,9,20,HYDE PARK AVE
I192070388,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,2019,9,18,NORTON ST
I192070387,Investigate Property,INVESTIGATE PROPERTY,E18,2019,9,20,HYDE PARK AVE
I192070386,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,2019,9,19,SUMMER ST
I192070384,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,2019,9,18,CASS ST
I192070383,Warrant Arrests,WARRANT ARREST,B2,2019,9,18,RUGGLES ST
I192070382,Robbery,ROBBERY - OTHER,C6,2019,9,18,NORTHERN AVE
I192070381,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,2019,9,18,TREMONT ST
I192070380,Larceny,LARCENY THEFT FROM BUILDING,D4,2019,9,16,HUNTINGTON AVE
I192070379,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,2019,9,19,FRANKLIN ST
I192070377,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,2019,9,7,MASSACHUSETTS AVE
I192070376,Other,THREATS TO DO BODILY HARM,B3,2019,9,19,WOODROW AVE
I192070375,Property Lost,PROPERTY - LOST,D4,2019,9,17,SUMMER ST
I192070374,Larceny,LARCENY ALL OTHERS,B2,2019,9,19,WASHINGTON ST
I192070373,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,D4,2019,9,18,ALBANY ST
I192070372,Vandalism,VANDALISM,E5,2019,9,18,RUTLEDGE ST
I192070371,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,2019,9,18,
I192070370,Larceny,LARCENY THEFT FROM BUILDING,A15,2019,9,12,MONUMENT AVE
I192070368,Property Lost,PROPERTY - LOST,A7,2019,9,18,HARBORSIDE DR
I192070367,Other,TRESPASSING,A1,2019,9,17,N WASHINGTON ST
I192070366,Investigate Person,INVESTIGATE PERSON,B3,2019,9,18,WOOLSON ST
I192070365,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,2019,9,17,LINDEN ST
