INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I192070740,2647,Other,THREATS TO DO BODILY HARM,C11,370,,9/4/2019 19:20,2019,9,Wednesday,19,Part Two,WILLIAM T MORRISSEY BLVD,42.29681643,-71.04853785,"(42.29681643, -71.04853785)"
I192070739,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4, ,,9/4/2019 18:30,2019,9,Wednesday,18,Part Two,HARRISON AVE,,,"(0.00000000, 0.00000000)"
I192070738,617,Larceny,LARCENY THEFT FROM BUILDING,D4,624,,9/4/2019 18:25,2019,9,Wednesday,18,Part One,BOYLSTON ST,42.34489594,-71.09659186,"(42.34489594, -71.09659186)"
I192070738,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,D4,624,,9/4/2019 18:25,2019,9,Wednesday,18,Part Two,BOYLSTON ST,42.34489594,-71.09659186,"(42.34489594, -71.09659186)"
I192070737,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,577,,9/4/2019 18:44,2019,9,Wednesday,18,Part Three,WASHINGTON ST,42.31408519,-71.09998685,"(42.31408519, -71.09998685)"
I192070736,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B3,466,,9/4/2019 17:57,2019,9,Wednesday,17,Part Two,DEERING RD,42.28477047,-71.0942912,"(42.28477047, -71.09429120)"
I192070734,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B2,328,,9/4/2019 17:45,2019,9,Wednesday,17,Part Two,INTERVALE ST,42.30942147,-71.07460029,"(42.30942147, -71.07460029)"
I192070734,3125,Warrant Arrests,WARRANT ARREST,B2,328,,9/4/2019 17:45,2019,9,Wednesday,17,Part Three,INTERVALE ST,42.30942147,-71.07460029,"(42.30942147, -71.07460029)"
I192070733,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D14, ,,9/4/2019 18:39,2019,9,Wednesday,18,Part Three,CAMBRIDGE ST,,,"(0.00000000, 0.00000000)"
I192070732,613,Larceny,LARCENY SHOPLIFTING,A1,111,,9/4/2019 18:45,2019,9,Wednesday,18,Part One,WASHINGTON ST,42.35272948,-71.06256291,"(42.35272948, -71.06256291)"
I192070731,617,Larceny,LARCENY THEFT FROM BUILDING,A1,104,,9/4/2019 18:00,2019,9,Wednesday,18,Part One,WASHINGTON ST,42.35648631,-71.05928145,"(42.35648631, -71.05928145)"
I192070730,616,Larceny,LARCENY THEFT OF BICYCLE,B2,611,,8/30/2019 16:31,2019,8,Friday,16,Part One,HUNTINGTON AVE,42.33326323,-71.1084841,"(42.33326323, -71.10848410)"
I192070729,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C6,186,,9/1/2019 15:57,2019,9,Sunday,15,Part Two,ALLSTATE RD,42.32696647,-71.06198607,"(42.32696647, -71.06198607)"
I192070728,2605,Offenses Against Child / Family,CONTRIBUTING TO DELINQUENCY OF MINOR,B2,611,,5/1/2019 19:14,2019,5,Wednesday,19,Part Two,HUNTINGTON AVE,42.33326323,-71.1084841,"(42.33326323, -71.10848410)"
I192070727,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,437,,9/4/2019 18:06,2019,9,Wednesday,18,Part Two,DARLINGTON ST,42.28927826,-71.07581493,"(42.28927826, -71.07581493)"
I192070726,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,262,,9/4/2019 18:15,2019,9,Wednesday,18,Part Three,BROOK AVE,42.32115322,-71.07406477,"(42.32115322, -71.07406477)"
I192070725,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D4,624,,9/3/2019 18:00,2019,9,Tuesday,18,Part Three,BOYLSTON ST,42.34529523,-71.09509486,"(42.34529523, -71.09509486)"
I192070724,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,574,,9/4/2019 16:00,2019,9,Wednesday,16,Part Two,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
I192070723,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,634,,9/4/2019 17:45,2019,9,Wednesday,17,Part Three,ASHCROFT ST,42.32018766,-71.11394827,"(42.32018766, -71.11394827)"
I192070722,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,574,,9/4/2019 16:00,2019,9,Wednesday,16,Part Two,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
I192070721,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,A15,50,,9/4/2019 18:40,2019,9,Wednesday,18,Part Two,RUTHERFORD AVE,42.37366347,-71.06473601,"(42.37366347, -71.06473601)"
I192070718,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,285,,9/4/2019 18:26,2019,9,Wednesday,18,Part Two,COVENTRY ST,42.33695098,-71.08574813,"(42.33695098, -71.08574813)"
I192070717,2629,Harassment,HARASSMENT,A7,21,,9/4/2019 13:49,2019,9,Wednesday,13,Part Two,MORRIS ST,42.37546382,-71.03320819,"(42.37546382, -71.03320819)"
I192070714,3115,Investigate Person,INVESTIGATE PERSON,C11,334,,9/4/2019 18:07,2019,9,Wednesday,18,Part Three,HANCOCK ST,42.31252055,-71.06434966,"(42.31252055, -71.06434966)"
I192070713,2906,Violations,VAL - OPERATING UNREG/UNINS  CAR,D14,801,,9/4/2019 17:54,2019,9,Wednesday,17,Part Two,BRIGHTON AVE,42.3529472,-71.13115032,"(42.35294720, -71.13115032)"
I192070711,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,398,,9/4/2019 17:53,2019,9,Wednesday,17,Part Three,LITHGOW ST,42.2896398,-71.07046114,"(42.28963980, -71.07046114)"
I192070710,3115,Investigate Person,INVESTIGATE PERSON,E18,554,,9/4/2019 17:25,2019,9,Wednesday,17,Part Three,METROPOLITAN AVE,42.27250898,-71.12318965,"(42.27250898, -71.12318965)"
I192070709,3125,Warrant Arrests,WARRANT ARREST,A7,30,,9/4/2019 17:47,2019,9,Wednesday,17,Part Three,EVERETT ST,42.3680977,-71.03606404,"(42.36809770, -71.03606404)"
I192070706,3201,Property Lost,PROPERTY - LOST,D4, ,,9/4/2019 17:40,2019,9,Wednesday,17,Part Three,HARRISON AVE,,,"(0.00000000, 0.00000000)"
I192070705,617,Larceny,LARCENY THEFT FROM BUILDING,B3,473,,9/4/2019 8:00,2019,9,Wednesday,8,Part One,LIVERMORE ST,42.2741969,-71.10738225,"(42.27419690, -71.10738225)"
I192070704,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,285,,9/3/2019 15:00,2019,9,Tuesday,15,Part Two,HAMMOND ST,42.33651082,-71.08339215,"(42.33651082, -71.08339215)"
I192070703,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,124,,9/4/2019 17:21,2019,9,Wednesday,17,Part Two,TYLER ST,42.34888042,-71.06149764,"(42.34888042, -71.06149764)"
I192070702,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,612,,9/4/2019 16:42,2019,9,Wednesday,16,Part Three,FRANCIS ST,42.33606304,-71.10782832,"(42.33606304, -71.10782832)"
I192070701,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,328,,9/4/2019 17:57,2019,9,Wednesday,17,Part Three,INTERVALE ST,42.30984689,-71.0756633,"(42.30984689, -71.07566330)"
I192070701,3501,Missing Person Reported,MISSING PERSON,B2,328,,9/4/2019 17:57,2019,9,Wednesday,17,Part Three,INTERVALE ST,42.30984689,-71.0756633,"(42.30984689, -71.07566330)"
I192070700,3201,Property Lost,PROPERTY - LOST,A1,64,,7/5/2019 3:00,2019,7,Friday,3,Part Three,FRUIT ST,42.36240281,-71.06954652,"(42.36240281, -71.06954652)"
I192070699,3115,Investigate Person,INVESTIGATE PERSON,D14,757,,9/4/2019 17:01,2019,9,Wednesday,17,Part Three,BROOKS ST,42.3561377,-71.16238161,"(42.35613770, -71.16238161)"
I192070696,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,186,,9/4/2019 17:00,2019,9,Wednesday,17,Part Two,ALLSTATE RD,42.32696647,-71.06198607,"(42.32696647, -71.06198607)"
I192070693,2629,Harassment,HARASSMENT,B3,421,,9/3/2019 19:45,2019,9,Tuesday,19,Part Two,W SELDEN ST,42.27473196,-71.08831325,"(42.27473196, -71.08831325)"
I192070691,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,800,,9/3/2019 22:00,2019,9,Tuesday,22,Part One,GARDNER ST,42.35361371,-71.12967302,"(42.35361371, -71.12967302)"
I192070690,3115,Investigate Person,INVESTIGATE PERSON,B2,588,,9/4/2019 16:12,2019,9,Wednesday,16,Part Three,TREMONT ST,42.33153509,-71.09534648,"(42.33153509, -71.09534648)"
I192070689,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,D14,785,,8/30/2019 8:00,2019,8,Friday,8,Part One,COMMONWEALTH AVE,42.34241352,-71.14460462,"(42.34241352, -71.14460462)"
I192070688,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,427,,9/4/2019 16:51,2019,9,Wednesday,16,Part Two,BLUE HILL AVE,42.2777688,-71.09334841,"(42.27776880, -71.09334841)"
I192070687,3501,Missing Person Reported,MISSING PERSON,B3,468,,9/4/2019 10:00,2019,9,Wednesday,10,Part Three,WALK HILL ST,42.28082671,-71.09754718,"(42.28082671, -71.09754718)"
I192070685,3301,Verbal Disputes,VERBAL DISPUTE,E5,941,,9/4/2019 16:42,2019,9,Wednesday,16,Part Three,ARCHDALE RD,42.2917221,-71.1196546,"(42.29172210, -71.11965460)"
I192070684,3115,Investigate Person,INVESTIGATE PERSON,E13,906,,9/4/2019 16:34,2019,9,Wednesday,16,Part Three,HEATH ST,42.32638832,-71.10181751,"(42.32638832, -71.10181751)"
I192070683,3410,Towed,TOWED MOTOR VEHICLE,D4,135,,9/4/2019 16:22,2019,9,Wednesday,16,Part Three,BEACON ST,42.35218613,-71.08452171,"(42.35218613, -71.08452171)"
I192070682,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,267,,9/4/2019 16:11,2019,9,Wednesday,16,Part Three,DUDLEY ST,42.32643963,-71.07577308,"(42.32643963, -71.07577308)"
I192070681,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,E13,633,,9/4/2019 16:15,2019,9,Wednesday,16,Part Three,ELIOT ST,42.313795,-71.119602,"(42.31379500, -71.11960200)"
I192070680,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,784,,9/4/2019 16:03,2019,9,Wednesday,16,Part Three,WARREN ST,42.34946444,-71.14270449,"(42.34946444, -71.14270449)"
I192070678,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,B2,239,,9/4/2019 16:02,2019,9,Wednesday,16,Part Three,COLUMBIA RD,42.31705299,-71.06521384,"(42.31705299, -71.06521384)"
I192070676,1402,Vandalism,VANDALISM,C6,178,,9/4/2019 16:20,2019,9,Wednesday,16,Part Two,MASSACHUSETTS AVE,42.32856401,-71.06835343,"(42.32856401, -71.06835343)"
I192070675,619,Larceny,LARCENY ALL OTHERS,E13,649,,8/26/2019 14:00,2019,8,Monday,14,Part One,SOUTH ST,42.30747701,-71.11544172,"(42.30747701, -71.11544172)"
I192070674,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,525,,9/2/2019 13:20,2019,9,Monday,13,Part Three,TRUMAN PKWY,42.24124926,-71.12629908,"(42.24124926, -71.12629908)"
I192070673,3114,Investigate Property,INVESTIGATE PROPERTY,D4,624,,9/4/2019 16:42,2019,9,Wednesday,16,Part Three,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I192070671,1001,Counterfeiting,FORGERY / COUNTERFEITING,E5,821,,9/4/2019 13:40,2019,9,Wednesday,13,Part Two,WASHINGTON ST,42.25968011,-71.15883971,"(42.25968011, -71.15883971)"
I192070670,619,Larceny,LARCENY ALL OTHERS,A1,117,,9/4/2019 16:24,2019,9,Wednesday,16,Part One,BOYLSTON ST,42.35232371,-71.06400187,"(42.35232371, -71.06400187)"
I192070669,2647,Other,THREATS TO DO BODILY HARM,C11,405,,9/1/2019 0:00,2019,9,Sunday,0,Part Two,WASHINGTON ST,42.27516044,-71.06976518,"(42.27516044, -71.06976518)"
I192070668,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2, ,,9/4/2019 15:13,2019,9,Wednesday,15,Part Three,MALCOLM X BLVD,,,"(0.00000000, 0.00000000)"
I192070667,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,D4, ,,9/4/2019 15:39,2019,9,Wednesday,15,Part Three,E BERKELEY ST,,,"(0.00000000, 0.00000000)"
I192070664,301,Robbery,ROBBERY - STREET,C6,186,,9/4/2019 15:49,2019,9,Wednesday,15,Part One,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966, -71.06321676)"
I192070664,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,186,,9/4/2019 15:49,2019,9,Wednesday,15,Part One,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966, -71.06321676)"
I192070662,2647,Other,THREATS TO DO BODILY HARM,E13,579,,9/4/2019 16:11,2019,9,Wednesday,16,Part Two,CENTRE ST,42.32283759,-71.10096723,"(42.32283759, -71.10096723)"
I192070660,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C11,257,,9/4/2019 16:10,2019,9,Wednesday,16,Part Two,HANCOCK ST,42.310434,-71.0613401,"(42.31043400, -71.06134010)"
I192070659,3503,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,E13,912,,9/4/2019 14:26,2019,9,Wednesday,14,Part Three,CENTRE ST,42.32283759,-71.10096723,"(42.32283759, -71.10096723)"
I192070657,301,Robbery,ROBBERY - STREET,B3,469,,9/4/2019 16:01,2019,9,Wednesday,16,Part One,HIAWATHA RD,42.27683754,-71.0952644,"(42.27683754, -71.09526440)"
I192070656,616,Larceny,LARCENY THEFT OF BICYCLE,D4,625,,8/31/2019 18:00,2019,8,Saturday,18,Part One,PARK DR,42.34241506,-71.09521114,"(42.34241506, -71.09521114)"
I192070655,3201,Property Lost,PROPERTY - LOST,C11, ,,9/4/2019 6:00,2019,9,Wednesday,6,Part Three,BOYD ST,,,"(0.00000000, 0.00000000)"
I192070654,3201,Property Lost,PROPERTY - LOST,D4,627,,9/1/2019 0:00,2019,9,Sunday,0,Part Three,BROOKLINE AVE,42.3451828,-71.10066932,"(42.34518280, -71.10066932)"
I192070651,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,429,,9/4/2019 15:04,2019,9,Wednesday,15,Part Three,WILDWOOD ST,42.28329468,-71.08824065,"(42.28329468, -71.08824065)"
I192070650,1402,Vandalism,VANDALISM,C6,214,,9/4/2019 7:15,2019,9,Wednesday,7,Part Two,BOWEN ST,42.33567656,-71.05044853,"(42.33567656, -71.05044853)"
I192070649,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,346,,5/2/2019 0:00,2019,5,Thursday,0,Part Two,JULIETTE ST,42.30584423,-71.06261555,"(42.30584423, -71.06261555)"
I192070648,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,389,,9/4/2019 14:49,2019,9,Wednesday,14,Part Three,GALLIVAN BLVD,42.28158633,-71.06033424,"(42.28158633, -71.06033424)"
I192070647,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D14, ,,9/4/2019 15:22,2019,9,Wednesday,15,Part Three,COMMONWEALTH AVE,42.35115388,-71.11703179,"(42.35115388, -71.11703179)"
I192070646,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1, ,,8/30/2019 16:20,2019,8,Friday,16,Part Three,JOHN F. FITZGERALD SURF,,,"(0.00000000, 0.00000000)"
I192070645,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,A7,11,,6/21/2019 9:27,2019,6,Friday,9,Part One,WILLIAM F MCCLELLAN HWY,42.39352862,-71.01158244,"(42.39352862, -71.01158244)"
I192070643,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,103,,9/4/2019 14:33,2019,9,Wednesday,14,Part Three,SCHOOL ST,42.35774054,-71.05956789,"(42.35774054, -71.05956789)"
I192070642,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,C11,337,,9/4/2019 14:01,2019,9,Wednesday,14,Part Two,OLNEY ST,42.30512773,-71.07370747,"(42.30512773, -71.07370747)"
I192070641,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,587,,9/4/2019 14:40,2019,9,Wednesday,14,Part Three,GORE ST,42.33076434,-71.09655974,"(42.33076434, -71.09655974)"
I192070640,1402,Vandalism,VANDALISM,C6,205,,9/4/2019 15:08,2019,9,Wednesday,15,Part Two,A ST,42.34844142,-71.04996523,"(42.34844142, -71.04996523)"
I192070639,423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,927,,9/4/2019 15:07,2019,9,Wednesday,15,Part One,MELVILLE AVE,42.29380964,-71.07001148,"(42.29380964, -71.07001148)"
I192070638,2629,Harassment,HARASSMENT,E5,560,,9/4/2019 13:56,2019,9,Wednesday,13,Part Two,CUMMINS HWY,42.2857489,-71.12703379,"(42.28574890, -71.12703379)"
I192070637,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,, ,,9/4/2019 14:47,2019,9,Wednesday,14,Part Three,,42.33203815,-71.07939319,"(42.33203815, -71.07939319)"
I192070636,724,Auto Theft,AUTO THEFT,A7,21,,9/4/2019 14:09,2019,9,Wednesday,14,Part One,PARIS ST,42.37577723,-71.03369448,"(42.37577723, -71.03369448)"
I192070634,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D4,152,,8/29/2019 6:02,2019,8,Thursday,6,Part Two,TREMONT ST,42.34495867,-71.07011466,"(42.34495867, -71.07011466)"
I192070633,1107,Fraud,FRAUD - IMPERSONATION,E18,492,,8/22/2019 15:00,2019,8,Thursday,15,Part Two,DERRY RD,42.26593347,-71.11377415,"(42.26593347, -71.11377415)"
I192070632,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B2,318,,8/28/2019 19:00,2019,8,Wednesday,19,Part One,HOMESTEAD ST,42.31127726,-71.08909334,"(42.31127726, -71.08909334)"
I192070631,2647,Other,THREATS TO DO BODILY HARM,B3,427,,9/4/2019 13:55,2019,9,Wednesday,13,Part Two,NORFOLK ST,42.2766839,-71.09240248,"(42.27668390, -71.09240248)"
I192070630,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,802,,9/4/2019 12:00,2019,9,Wednesday,12,Part Three,CAMBRIDGE ST,42.35541865,-71.13301326,"(42.35541865, -71.13301326)"
I192070629,3114,Investigate Property,INVESTIGATE PROPERTY,C11,346,,9/4/2019 14:11,2019,9,Wednesday,14,Part Three,FOX ST,42.30626907,-71.06361958,"(42.30626907, -71.06361958)"
I192070628,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,462,,9/4/2019 13:45,2019,9,Wednesday,13,Part Three,BULLARD ST,42.30175853,-71.0746298,"(42.30175853, -71.07462980)"
I192070627,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,A1,116,,9/4/2019 13:53,2019,9,Wednesday,13,Part Three,BEACH ST,42.35147616,-71.06117604,"(42.35147616, -71.06117604)"
I192070626,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,355,,9/4/2019 14:37,2019,9,Wednesday,14,Part Two,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)"
I192067402,1402,Vandalism,VANDALISM,C6,205,,8/25/2019 18:26,2019,8,Sunday,18,Part Two,A ST,42.34695268,-71.05112684,"(42.34695268, -71.05112684)"
I192070625,3114,Investigate Property,INVESTIGATE PROPERTY,B2,586,,9/4/2019 8:04,2019,9,Wednesday,8,Part Three,TERRACE ST,42.32746198,-71.09852527,"(42.32746198, -71.09852527)"
I192070624,2647,Other,THREATS TO DO BODILY HARM,A1,115,,8/22/2019 8:00,2019,8,Thursday,8,Part Two,SOUTH ST,42.35015241,-71.05753303,"(42.35015241, -71.05753303)"
I192070623,3301,Verbal Disputes,VERBAL DISPUTE,E18,486,,9/4/2019 12:56,2019,9,Wednesday,12,Part Three,GREENFIELD RD,42.26759648,-71.10215037,"(42.26759648, -71.10215037)"
I192070622,613,Larceny,LARCENY SHOPLIFTING,D4,168,,9/4/2019 13:44,2019,9,Wednesday,13,Part One,WASHINGTON ST,42.33816387,-71.07461217,"(42.33816387, -71.07461217)"
I192070621,3114,Investigate Property,INVESTIGATE PROPERTY,B3,451,,9/4/2019 13:32,2019,9,Wednesday,13,Part Three,W TREMLETT ST,42.29435407,-71.07306715,"(42.29435407, -71.07306715)"
I192070620,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,457,,9/4/2019 12:18,2019,9,Wednesday,12,Part Two,FOWLER ST,42.30006755,-71.0833691,"(42.30006755, -71.08336910)"
I192070619,3115,Investigate Person,INVESTIGATE PERSON,E13,641,,9/4/2019 12:09,2019,9,Wednesday,12,Part Three,CENTRE ST,42.3162358,-71.11387466,"(42.31623580, -71.11387466)"
I192070618,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E13,912,,9/4/2019 13:18,2019,9,Wednesday,13,Part Three,CENTRE ST,42.32286022,-71.1013609,"(42.32286022, -71.10136090)"
I192070617,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,E13,578,,9/4/2019 14:00,2019,9,Wednesday,14,Part Three,LAMARTINE ST,42.31789421,-71.1043747,"(42.31789421, -71.10437470)"
I192070616,3114,Investigate Property,INVESTIGATE PROPERTY,C11,390,,9/4/2019 12:56,2019,9,Wednesday,12,Part Three,GALLIVAN BLVD,42.28240903,-71.05738428,"(42.28240903, -71.05738428)"
I192070615,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,133,,9/4/2019 13:42,2019,9,Wednesday,13,Part Two,NEWBURY ST,42.35237073,-71.07227173,"(42.35237073, -71.07227173)"
I192070614,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,D4,625,,9/4/2019 13:19,2019,9,Wednesday,13,Part Two,EUSTIS ST,42.32635435,-71.07422322,"(42.32635435, -71.07422322)"
I192070613,3201,Property Lost,PROPERTY - LOST,D4,270,,9/3/2019 17:30,2019,9,Tuesday,17,Part Three,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)"
I192070611,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,753,,9/4/2019 12:13,2019,9,Wednesday,12,Part Three,GLENLEY TER,42.34834296,-71.17089312,"(42.34834296, -71.17089312)"
I192070610,3115,Investigate Person,INVESTIGATE PERSON,B3,565,,9/4/2019 12:25,2019,9,Wednesday,12,Part Three,SENATOR BOLLING CIR,42.28913147,-71.09293028,"(42.28913147, -71.09293028)"
I192070610,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,565,,9/4/2019 12:25,2019,9,Wednesday,12,Part Three,SENATOR BOLLING CIR,42.28913147,-71.09293028,"(42.28913147, -71.09293028)"
I192070609,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,240,,9/4/2019 12:52,2019,9,Wednesday,12,Part Two,WILLIS ST,42.31825005,-71.06122687,"(42.31825005, -71.06122687)"
I192070608,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,D4, ,,9/4/2019 12:40,2019,9,Wednesday,12,Part Two,MASSACHUSETTS AVE,,,"(0.00000000, 0.00000000)"
I192070607,617,Larceny,LARCENY THEFT FROM BUILDING,B3,417,,8/29/2019 13:00,2019,8,Thursday,13,Part One,MILTON AVE,42.282381,-71.07612455,"(42.28238100, -71.07612455)"
I192070605,613,Larceny,LARCENY SHOPLIFTING,A1,94,,9/4/2019 11:56,2019,9,Wednesday,11,Part One,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
I192070602,619,Larceny,LARCENY ALL OTHERS,B3,458,,9/3/2019 17:00,2019,9,Tuesday,17,Part One,BLUE HILL AVE,42.30238881,-71.08539388,"(42.30238881, -71.08539388)"
I192070602,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,B3,458,,9/3/2019 17:00,2019,9,Tuesday,17,Part Two,BLUE HILL AVE,42.30238881,-71.08539388,"(42.30238881, -71.08539388)"
I192070601,3201,Property Lost,PROPERTY - LOST,B2,291,,9/4/2019 9:30,2019,9,Wednesday,9,Part Three,COLUMBUS AVE,42.32987323,-71.09590774,"(42.32987323, -71.09590774)"
I192070600,613,Larceny,LARCENY SHOPLIFTING,D14,763,,9/4/2019 11:50,2019,9,Wednesday,11,Part One,WASHINGTON ST,42.34910076,-71.1561239,"(42.34910076, -71.15612390)"
I192070599,3811,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,C6, ,,9/3/2019 13:10,2019,9,Tuesday,13,Part Three,,,,"(0.00000000, 0.00000000)"
I192070598,3115,Investigate Person,INVESTIGATE PERSON,B3,429,,9/4/2019 12:24,2019,9,Wednesday,12,Part Three,WILDWOOD ST,42.28329468,-71.08824065,"(42.28329468, -71.08824065)"
I192070597,3410,Towed,TOWED MOTOR VEHICLE,D4,617,,9/4/2019 11:38,2019,9,Wednesday,11,Part Three,PARK DR,42.34140312,-71.09755551,"(42.34140312, -71.09755551)"
I192070596,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,807,,9/4/2019 10:48,2019,9,Wednesday,10,Part Three,GOULD ST,42.36120199,-71.13848827,"(42.36120199, -71.13848827)"
I192070595,1402,Vandalism,VANDALISM,A1,82,,8/28/2019 0:00,2019,8,Wednesday,0,Part Two,COMMERCIAL ST,42.36763369,-71.05370469,"(42.36763369, -71.05370469)"
I192070594,2647,Other,THREATS TO DO BODILY HARM,B3,446,,9/4/2019 12:05,2019,9,Wednesday,12,Part Two,HARVARD ST,42.29699929,-71.07753345,"(42.29699929, -71.07753345)"
I192070594,3301,Verbal Disputes,VERBAL DISPUTE,B3,446,,9/4/2019 12:05,2019,9,Wednesday,12,Part Three,HARVARD ST,42.29699929,-71.07753345,"(42.29699929, -71.07753345)"
I192070593,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D4,148,,9/4/2019 12:10,2019,9,Wednesday,12,Part Three,COLUMBUS AVE,42.34242808,-71.07952412,"(42.34242808, -71.07952412)"
I192070592,3201,Property Lost,PROPERTY - LOST,B2,604,,9/4/2019 12:01,2019,9,Wednesday,12,Part Three,CALUMET ST,42.33202153,-71.10476833,"(42.33202153, -71.10476833)"
I192070591,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,102,,9/4/2019 12:40,2019,9,Wednesday,12,Part Two,WASHINGTON ST,42.35591935,-71.06000539,"(42.35591935, -71.06000539)"
I192070591,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",A1,102,,9/4/2019 12:40,2019,9,Wednesday,12,Part Two,WASHINGTON ST,42.35591935,-71.06000539,"(42.35591935, -71.06000539)"
